actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Judy Garland, Gene Kelly, Walter Slezak, Gladys Cooper",Nominated for 1 Oscar. Another 1 nomination.,USA,Vincente Minnelli,"Adventure, Comedy, Musical",tt0040694,7.1,"3,320",English,N/A,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzU3NDI2NV5BMl5BanBnXkFtZTgwMDY0OTgxMTE@._V1_SX300.jpg,APPROVED,11 Jun 1948,102 min,The Pirate,movie,"Albert Hackett (screenplay), Frances Goodrich (screenplay), S.N. Behrman (play)",1948
"Paul Dano, Brian Cox, Bill Buell, Boði",6 wins & 7 nominations.,"Iceland, Denmark, USA, France, Germany",Dagur Kári,Drama,tt0808285,6.9,"3,611","English, German",40,"After a suicide attempt, Lucas, a young homeless man in New York City, is taken in by Jacques, the gruff owner of a small bar. Jacques is on his fifth or sixth heart attack, and he wants Lucas to run the bar after he dies. Jacques has many rules: don't be friendly, don't serve walk-ins, no food or flowers or candles, put the cash in the freezer every night. Lucas, on the other hand, has a good heart: he gives his money away, he talks to customers, and, when April, a young French woman who has washed out of flight-attendant school, enters the bar chilled to the bone, Lucas takes her in. If Jacques won't tolerate April, what will Lucas do?",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzgyNDM1OF5BMl5BanBnXkFtZTcwNDIzODIyMw@@._V1_SX300.jpg,R,17 Mar 2010,99 min,The Good Heart,movie,Dagur Kári,2009
"Samuel Anderson, James Corden, Stephen Campbell Moore, Richard Griffiths",Nominated for 2 BAFTA Film Awards. Another 2 wins & 12 nominations.,UK,Nicholas Hytner,"Comedy, Drama, Romance",tt0464049,6.9,"17,905",English,74,"In 1980s Britain, a group of young men at Cutlers' Grammar School all have the brains, and the will to earn the chance of getting accepted in the finest universities in the nation, Oxford and Cambridge. Despite the fine teaching by excellent professionals like Mrs Lintott in history and the intellectually enthusiastic Hector in General Studies, the Headmaster is not satisfied. He signs on the young Irwin to polish the students' style to give them the best chance. In this mix of intellectualism and creative spirit that guides a rigorous preparation regime for that ultimate educational brass ring, the lives of the randy students and the ostensibly restrained faculty intertwine that would change their lives forever.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTMxMzY5MF5BMl5BanBnXkFtZTcwMzY4OTQ0MQ@@._V1_SX300.jpg,R,22 Dec 2006,109 min,The History Boys,movie,"Alan Bennett (screenplay), Alan Bennett (play), Gilles Coiffard (french dialogue writer)",2006
"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn",3 nominations.,"UK, Germany, France, USA",Jaume Collet-Serra,"Action, Mystery, Thriller",tt1401152,6.9,"213,301","English, German, Turkish, Arabic",56,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",https://images-na.ssl-images-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg,PG-13,18 Feb 2011,113 min,Unknown,movie,"Oliver Butcher (screenplay), Stephen Cornwell (screenplay), Didier Van Cauwelaert (novel)",2011
"Alan Alda, Loretta Swit, Jamie Farr, William Christopher",Won 8 Golden Globes. Another 54 wins & 153 nominations.,USA,N/A,"Comedy, Drama, War",tt0068098,8.4,"37,188",English,N/A,The staff of an army hospital in the Korean war find that laughter is the best way to deal with their situation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTM1NjM5MF5BMl5BanBnXkFtZTcwMTI5NDY0MQ@@._V1_SX300.jpg,TV-PG,17 Sep 1972,25 min,M*A*S*H,series,Larry Gelbart,1972–1983
"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver",Won 3 Oscars. Another 24 wins & 15 nominations.,USA,John Schlesinger,Drama,tt0064665,7.9,"78,010","English, Italian",N/A,"Texas greenhorn Joe Buck arrives in New York for the first time. Preening himself as a real 'hustler', he finds that he is the one getting 'hustled' until he teams up with a down-and-out but resilient outcast named Ratso Rizzo. The initial 'country cousin meets city cousin' relationship deepens. In their efforts to bilk a hostile world rebuffing them at every turn, this unlikely pair progress from partners in shady business to comrades. Each has found his first real friend.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,R,16 Jun 1969,113 min,Midnight Cowboy,movie,"Waldo Salt (screenplay), James Leo Herlihy (based on the novel by)",1969
"Robert Carlyle, Mark Addy, William Snape, Steve Huison",Won 1 Oscar. Another 35 wins & 31 nominations.,"UK, USA",Peter Cattaneo,"Comedy, Drama",tt0119164,7.2,"83,225",English,75,"Six unemployed steel workers, inspired by the Chippendale's dancers, form a male striptease act. The women cheer them on to go for &quot;the full monty&quot; - total nudity.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDM5NTQzM15BMl5BanBnXkFtZTcwMzg0OTMyMQ@@._V1_SX300.jpg,R,19 Sep 1997,91 min,The Full Monty,movie,Simon Beaufoy,1997
"Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty",Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.,USA,"Jim Abrahams, David Zucker, Jerry Zucker",Comedy,tt0080339,7.8,"163,208",English,N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2MjE4MTcwNl5BMl5BanBnXkFtZTgwNDExOTMxMDE@._V1_SX300.jpg,PG,02 Jul 1980,88 min,Airplane!,movie,"Jim Abrahams (written for the screen by), David Zucker (written for the screen by), Jerry Zucker (written for the screen by)",1980
"Michael Jai White, Max Ryan, Steve Austin, Ian Short",N/A,USA,Kevin Carraway,"Action, Thriller",tt4340720,3.6,825,English,N/A,"Special Operative James Webster (Michael Jai White &quot;Blood and Bone&quot;, &quot;The Dark Knight&quot;) just returned home from duty, only to witness the brutal slaying of his brother. Webster immediately tries to retaliate and hunt down the perpetrators, but as he delves deeper into the secret world of corruption and murder, he finds himself at the center of a deadly conspiracy that cuts deep inside the walls of the US Government. With the most ruthless military assassin (Steve Austin &quot;The Expendables&quot;, &quot;WWF Raw&quot;) hot on his trail, Webster must expose the corrupt high-ranking officials before he becomes just another victim of the nefarious plot.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMTE4OTAyNl5BMl5BanBnXkFtZTgwOTQ2NTg4OTE@._V1_SX300.jpg,R,08 Sep 2015,88 min,Chain of Command,movie,"Kevin Carraway, Lawrence Sara",2015
"Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister",1 win & 3 nominations.,USA,F. Gary Gray,"Comedy, Drama",tt0113118,7.3,"76,274",English,54,"Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by 10 p.m. that same night. In that time, they smoke more weed and get jacked and shot at in a drive-by.",https://images-na.ssl-images-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,R,26 Apr 1995,91 min,Friday,movie,"Ice Cube, DJ Pooh",1995
"Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda",2 wins & 3 nominations.,USA,"Albert Hughes, Allen Hughes","Crime, Drama, Thriller",tt0107554,7.5,"40,092",English,76,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTA5NzgzMl5BMl5BanBnXkFtZTgwMjgwNTcxMTE@._V1_SX300.jpg,R,26 May 1993,97 min,Menace II Society,movie,"Allen Hughes (story), Albert Hughes (story), Tyger Williams (story), Tyger Williams (screenplay)",1993
"Terrence Howard, Bryshere Y. Gray, Jussie Smollett, Taraji P. Henson",Won 1 Golden Globe. Another 17 wins & 54 nominations.,USA,N/A,"Drama, Music",tt3228904,7.8,"28,754",English,N/A,"A hip-hop mogul must choose a successor among his three sons who are battling for control over his multi-million dollar company, while his ex-wife schemes to reclaim what is hers.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODcwMzQxN15BMl5BanBnXkFtZTgwMjk3Mjc3OTE@._V1_SX300.jpg,TV-14,07 Jan 2015,42 min,Empire,series,"Lee Daniels, Danny Strong",2015–
"Domenick John, Tom Savini, George Kennedy, Philip Dore",1 nomination.,USA,Michael Gornick,"Comedy, Fantasy, Horror",tt0092796,6.0,"16,383",English,N/A,"&quot;Creepshow 2&quot; is divided into three stories, conducted by a leading segment where a boy that loves the horror comic book Creepshow buys seeds of carnivorous plant and is bullied by four teenagers. Meanwhile the Creep tells the tales of Creepshow: (1) &quot;Old Chief Wood'nhead&quot; - The elders Ray (George Kennedy) and Martha Spruce (Dorothy Lamour) have lived their whole life and raised their family with their small store in an Arizona town. Now the town is economically decadent and Ray gives credit to his costumers including the Indians of Ben Whitemoon's tribe. When Ray is repairing the wooden statue of an old chief in the front door, Ben (Frank Salsedo) arrives and asks him to keep the jewels of his tribe as a guarantee for their debts. However, Ben's nephew Sam (Holt McCallany) unexpectedly arrives with two other punks to steal Ray, and he kills the elders. They expect to travel to Hollywood, but the Old Chief Wood'nhead will not let them go. (2) &quot;The Raft&quot; - The teenagers Deke (Paul Satterfield) and Randy (Daniel Beer) travel with Laverne (Jeremy Green) and Rachel (Page Hannah) to a lake expecting to smoke weed, swim and get laid. They swim to a raft that is floating in the middle of the lake, but they discover a carnivorous blob in the lake that is hungry. (3) &quot;The Hitchhiker&quot; - In Maine, the unfaithful Annie Lansing (Lois Chiles) stays too long having sex with her escort and is late to meet her husband in the airport. She drives her Mercedes Bens in a hurry and loses control on the road. Annie runs over a hitchhiker, but she does not help the man and hit-and-run, questioning whether she can live with the situation. She discovers that the hitchhiker will not leave her.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2QwZTMzODktNzRiYS00Y2JiLTk5ZmMtOGIwYTE1YTIyOTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,01 May 1987,92 min,Creepshow 2,movie,"Stephen King (stories), George A. Romero (screenplay)",1987
"Jason Robards, Stella Stevens, David Warner, Strother Martin",1 win & 1 nomination.,USA,Sam Peckinpah,"Comedy, Drama, Romance",tt0065446,7.3,"6,417",English,N/A,"A hobo accidentally stumbles onto a water spring, and creates a profitable way station in the middle of the desert.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjkwNjE0Ml5BMl5BanBnXkFtZTgwOTU5ODIyMTE@._V1_SX300.jpg,R,22 May 1970,121 min,The Ballad of Cable Hogue,movie,"John Crawford, Edmund Penney",1970
"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",Nominated for 4 Oscars. Another 4 wins & 5 nominations.,USA,Richard Brooks,"Biography, Crime, Drama",tt0061809,8.0,"19,334",English,89,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDBkNTAyYjctMmZkNC00OWMwLTg3ZGQtZjY5OWFlOGViNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,APPROVED,07 Mar 1968,134 min,In Cold Blood,movie,"Truman Capote (based on the book by), Richard Brooks (written for the screen by)",1967
"Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft",Nominated for 8 Oscars. Another 11 wins & 15 nominations.,USA,Fred Zinnemann,Drama,tt0053131,7.6,"7,123",English,N/A,"In 1930, in Belgium, Gabrielle van der Mal is the stubborn daughter of the prominent surgeon Dr. Pascin Van Der Mal that decides to leave her the upper-class family to enter to a convent, expecting to work as nun in Congo with tropical diseases. She says good-bye to her sisters Louise and Marie; to her brother Pierre; and to her beloved father, and subjects herself to the stringent rules of the retrograde institution, including interior silent and excessive humbleness and humiliation. After a long period working in a mental institution, Gaby is finally assigned to go to Congo, where she works with the Atheist and cynical, but brilliant, Dr. Fortunati. Sister Luke proves to be very efficient nurse and assistant, and Dr. Fortunati miraculous heals her tuberculosis. Years later, she is ordered to return to Belgium and when her motherland is invaded by the Germans, she learns that her beloved father was murdered by the enemy while he was helping wounded members of the resistance. Sister Luke finally decides to leave the religious life since she is not able to feel neutral against the invaders of her country.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTQxNzIzMV5BMl5BanBnXkFtZTYwMDM3MDQ5._V1_SX300.jpg,NOT RATED,18 Jul 1959,149 min,The Nun's Story,movie,"Robert Anderson (screenplay), Kathryn Hulme (book)",1959
"Paul Newman, Lauren Bacall, Julie Harris, Arthur Hill",1 win & 3 nominations.,USA,Jack Smight,"Action, Crime, Drama",tt0060490,7.0,"5,957",English,N/A,"Lew Harper is a Los Angeles based private investigator whose marriage to Susan Harper, who he still loves, is ending in imminent divorce since she can't stand being second fiddle to his work, which is always taking him away at the most inopportune of times. His latest client is tough talking and physically disabled Elaine Sampson, who wants him to find her wealthy husband, Ralph Sampson, missing now for twenty-four hours, ever since he disappeared at Van Nuys Airport after having just arrived from Vegas. No one seems to like Ralph, Elaine included. She believes he is cavorting with some woman, which to her would be more a fact than a problem. Harper got the case on the recommendation of the Sampsons' lawyer and Harper's personal friend, milquetoast Albert Graves, who is unrequitedly in love with Sampson's seductive daughter, Miranda Sampson. Miranda, who Harper later states throws herself at anything &quot;pretty in pants&quot;, also has a decidedly cold relationship with her stepmother, Elaine. As Harper begins his investigation, he is often joined by one or two new sidekicks, Miranda, and/or Allan Taggert, Sampson's private pilot who was the last person to see him before his disappearance. Living on the Sampson estate, Allan is also Miranda's casual boyfriend who Harper coins &quot;Beauty&quot; because of his preppy good looks. They discover that Sampson has indeed been kidnapped as they receive a ransom note. As Harper follows leads, he ends up in the underbelly of Los Angeles society, which includes encounters with Betty Fraley, a junkie lounge singer, Fay Estabrook, an ex-movie ingénue now overweight alcoholic, and Claude, a religious cult leader. At each of Harper's stops, people seem to want to beat him up or worse kill him. The case takes a slight turn after they decide to pay the $500,000 ransom to see where it leads.",http://ia.media-imdb.com/images/M/MV5BOGI4MDUyMGMtNGExYi00ZmE5LThmMjctOWM1ZDk2YmFiZDRiXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,NOT RATED,23 Feb 1966,121 min,Harper,movie,"William Goldman (screenplay), Ross Macdonald (novel)",1966
"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey",Nominated for 4 Golden Globes. Another 2 wins & 3 nominations.,"UK, USA",Alfred Hitchcock,Thriller,tt0068611,7.5,"31,613",English,N/A,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NDA2Njc2NF5BMl5BanBnXkFtZTgwODUxMDY0MTE@._V1_SX300.jpg,R,21 Jun 1972,116 min,Frenzy,movie,"Arthur La Bern (novel), Anthony Shaffer (screenplay)",1972
"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw",7 wins & 4 nominations.,"USA, UK, Canada, Brazil",Robert Eggers,"Horror, Mystery",tt4263482,6.7,"80,195",English,83,"New England, 1630: William and Katherine try to lead a devout Christian life, homesteading on the edge of an impassible wilderness, with five children. When their newborn son mysteriously vanishes and their crops fail, the family begins to turn on one another. 'The Witch' is a chilling portrait of a family unraveling within their own sins, leaving them prey for an inescapable evil.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTU2NjMyNV5BMl5BanBnXkFtZTgwMzUwMDk4NzE@._V1_SX300.jpg,R,19 Feb 2016,92 min,The Witch,movie,Robert Eggers,2015
"Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner",N/A,USA,Michael Martin,Comedy,tt0131436,3.9,"1,744",English,N/A,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MzA4NzkxNV5BMl5BanBnXkFtZTcwNDQ2NDkxMQ@@._V1_SX300.jpg,R,27 May 1998,93 min,I Got the Hook Up,movie,"Master P (story), Leroy Douglas (story), Master P, Carrie Mungo (story)",1998
"John Mahoney, Edward Burns, Michael McGlone, Maxine Bahns",2 nominations.,USA,Edward Burns,"Comedy, Drama, Romance",tt0117628,6.1,"13,938",English,N/A,"How do siblings deal with each other in their targets? This is the question tackled in this movie. Blue-collared Mickey drives a New York taxicab since the breakup with his promiscuous ex-fiancée Heather two years ago. His younger, white-collared brother, Francis, cannot let Mickey forget the tragedy of the &quot;hairy ass&quot;: (Mickey's image of his apartment floor of the guy having sex with Heather after walking in on them). Finding relief in driving his cab, Mickey meets an art student named Hope whom he marries after knowing her for only 24 hours. Mickey also meets his old lover Heather, and learns more about life itself as taxi fares in the course of a summer. Francis, a young Wall Street corporate raider, unhappy in his marriage to Renee and led by his infidelity, continues his shots at Mickey throughout the film, only to find himself a plot device that lends humor and lessons about marriage and brotherhood when he meets and starts an dangerous affair with Heather, despite Mickey's warnings that Heather is a gold-digging nymphomaniac who goes through sexual partners as often as a person changes clothes. Given Mickey's frame of reference on the past and his bride of 24 hours, it is no wonder that the two brothers, along with their father, an ego-eccentric and emotionally bereft bigot and a hard-core chauvinist who does not allow women aboard his fishing boat, learn about the strength of women, and their own lives.",http://ia.media-imdb.com/images/M/MV5BMTI1MDA1MjM0OV5BMl5BanBnXkFtZTcwMjE0MDYxMQ@@._V1_SX300.jpg,R,23 Aug 1996,96 min,She's the One,movie,Edward Burns,1996
"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich",Won 1 Oscar. Another 37 wins & 32 nominations.,"USA, UK",Bill Condon,"Biography, Drama",tt0120684,7.5,"25,160","English, Hungarian",74,"The story of James Whale, the director of Frankenstein (1931) and The Bride of Frankenstein (1935), in the time period following the Korean War. Whale is homosexual and develops a friendship with his gardener, an ex-Marine.",https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYmY3Y2UtZGQxZi00Zjg1LTk3N2QtMjk4ZGVmYWYwMWQxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,R,04 Nov 1998,105 min,Gods and Monsters,movie,"Christopher Bram (novel), Bill Condon (screenplay)",1998
"Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago",Won 1 Oscar. Another 51 wins & 39 nominations.,"Argentina, Spain",Juan José Campanella,"Drama, Mystery, Thriller",tt1305806,8.2,"135,037",Spanish,80,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_SX300.jpg,R,21 May 2010,129 min,The Secret in Their Eyes,movie,"Eduardo Sacheri, Juan José Campanella, Eduardo Sacheri (novel)",2009
"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy",2 wins.,USA,George A. Romero,"Action, Drama, Horror",tt0088993,7.2,"50,773",English,N/A,A small group of military officers and scientists dwell in an underground bunker as the world above is overrun by zombies.,https://images-na.ssl-images-amazon.com/images/M/MV5BNWVmMzlhZGYtMWRiOS00MGIwLTk5YTAtZGE4OTcyYjU3YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,UNRATED,19 Jul 1985,96 min,Day of the Dead,movie,George A. Romero,1985
"Thora Birch, Gideon Emery, Kavan Reece, Derek Magyar",N/A,USA,Gideon Raff,"Horror, Thriller",tt1015474,4.8,"4,825",English,N/A,"In Europe, a group of American college athletes unknowingly board a train that will become one deadly ride.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0ZDM3MjUtZTAwNi00ZWEyLWE5NWEtOTI4OWFlYjI5YTk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,02 May 2009,94 min,Train,movie,Gideon Raff,2008
"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva",5 nominations.,USA,Sam Raimi,"Comedy, Fantasy, Horror",tt0092991,7.8,"115,720",English,69,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4Nzg5MjMwNzFeQTJeQWpwZ15BbWU4MDA2NDg4MDcx._V1_SX300.jpg,X,13 Mar 1987,84 min,Evil Dead II,movie,"Sam Raimi, Scott Spiegel",1987
"Lance Crouther, J.B. Smoove, Jennifer Coolidge, Reg E. Cathey",N/A,USA,Louis C.K.,"Comedy, Musical, Adventure",tt0258038,5.2,"11,525",English,31,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.",https://images-na.ssl-images-amazon.com/images/M/MV5BMWY2ZGU3ZDAtN2NhMy00NjRjLWE5ZDgtZTRlM2QxMTBjZWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,29 Jun 2001,81 min,Pootie Tang,movie,Louis C.K.,2001
"Ian Ziering, Tara Reid, John Heard, Cassandra Scerbo",1 win & 2 nominations.,USA,Anthony C. Ferrante,Horror,tt2724064,3.3,"35,349",English,N/A,"When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTE2OTk4MTQzNV5BMl5BanBnXkFtZTcwODUxOTM3OQ@@._V1_SX300.jpg,TV-14,11 Jul 2013,86 min,Sharknado,movie,Thunder Levin,2013
"Damián Delgado, José Carlos Rodríguez, Elpidia Carrillo, Iñaki Aierra",2 wins & 6 nominations.,Mexico,Salvador Carrasco,"Drama, History",tt0175996,6.8,"1,019","Nahuatl, Spanish",N/A,"It is May 1520 in the vast Aztec Empire one year after the Spanish Conqueror Hernán Cortés' arrival in Mexico. &quot;The Other Conquest&quot; opens with the infamous massacre of the Aztecs at the Great Temple of Tenochtitlan [what is now called Mexico City]. The sacred grounds are covered with the countless bodies of priests and nobility slaughtered by the Spanish Armies under Cortés' command. The lone Aztec survivor of the massacre is a young Indian scribe named Topiltzin [Damián Delgado]. Topiltzin, who is the illegitimate son of the Aztec Emperor Moctezuma, survives the onslaught by burying himself under a stack of bodies. As if awakening from a dream, the young man rises from among the dead to find his mother murdered, the Spanish in power and the dawn of a new era in his native land. A New World with new leaders, language, customs... and God. Representing the New Order is the Spanish Friar Diego [José Carlos Rodríguez]. His mission is to convert the &quot;savage&quot; natives into civilised Christians; to replace their human sacrifices and feathered deities with public Christenings and fealty to the Blessed Virgin Mary. With Topiltzin, Friar Diego faces his most difficult spiritual and personal challenge, for when Topiltzin is captured by Spanish troops and presented to Cortés [Iñaki Aierra], the Spanish Conqueror places Topiltzin's conversion under Friar Diego's care. Old world confronts the New as Topiltzin struggles to preserve his own beliefs, whilst Friar Diego attempts to impose his own. Moreover, all the while, the question remains: Who is converting whom?",http://ia.media-imdb.com/images/M/MV5BMTIwMTQwOTczMF5BMl5BanBnXkFtZTcwNjgwMjc0MQ@@._V1_SX300.jpg,R,21 Apr 2000,105 min,La otra conquista,movie,Salvador Carrasco,1998
"Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen",10 wins & 11 nominations.,Norway,André Øvredal,"Drama, Fantasy, Horror",tt1740707,7.0,"55,298","Norwegian, English",61,"When bears are found dead in Norway, students from Volda University, Thomas, Johanna and cameraman Kalle, decide to investigate. They stalk the trail of the mysterious hunter Hans expecting to find an explanation for the killings. The reluctant Hans tries to flee from the youngsters, but then agrees to let them film him in action, provided they follow his orders. Soon the trio of students learns that Hans is actually a troll hunter working for a secret government agency. Further, several dangerous trolls have escaped from their territory and Hans is assigned to eliminate them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTgxNzIwOF5BMl5BanBnXkFtZTcwNjYyNjM5NA@@._V1_SX300.jpg,PG-13,29 Oct 2010,103 min,Trollhunter,movie,André Øvredal,2010
"Chris Messina, David Margulies, Spiro Malas, Kali Rocha",4 wins & 2 nominations.,USA,Robert Cary,"Comedy, Romance",tt0480251,6.5,"1,961",English,62,"A hastily married couple quickly devolve into a life of affairs, meddling parents, and therapy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjA0ODQ4NF5BMl5BanBnXkFtZTYwMzYwMTM3._V1_SX300.jpg,R,09 May 2008,104 min,Ira & Abby,movie,Jennifer Westfeldt,2006
"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",2 nominations.,USA,Akiva Schaffer,"Action, Comedy, Sci-Fi",tt1298649,5.7,"105,227",English,36,"In Glenview, Ohio, Evan is the manager of the Costco department store and married to Abby. When the Costco night watchman, Antonio Guzman, is mysteriously murdered, Evan organizes The Neighborhood Watch, a watch team with his suburban neighbors Bob, Franklin and Jamarcus to protect the neighborhood and find the killer of Antonio. Soon they discover that the murderer is an alien that is preparing to invade Earth, and they become the last hope of mankind on Earth.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg,R,27 Jul 2012,102 min,The Watch,movie,"Jared Stern, Seth Rogen, Evan Goldberg",2012
"Zooey Deschanel, Darrell Larson, John Bedford Lloyd, Deirdre O'Connell",N/A,USA,Adam Rapp,"Comedy, Drama",tt0380817,6.4,"7,295",English,56,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzc2Njk1MV5BMl5BanBnXkFtZTcwODI3NDIzMQ@@._V1_SX300.jpg,R,15 Jun 2006,98 min,Winter Passing,movie,Adam Rapp,2005
"Sara Foster, Jordana Brewster, Meagan Good, Devon Aoki",1 win & 2 nominations.,USA,Angela Robinson,"Action, Comedy, Romance",tt0367631,5.3,"12,350",English,42,"Recruited by the U.S. government for their unique ability to lie, cheat and fight, Amy, Max, Janet and Dominique join an underground academy of secret agents known only as D.E.B.S. These crime fighting hotties set out to save the world and keep their lipstick perfectly applied while doing so. Now the girls must combine their skills for their most important mission- to capture vexing vixen Lucy Diamond, the deadliest criminal the world has ever known. When D.E.B.S. star player, Amy, falls for Lucy, chaos erupts and the D.E.B.S. loyalty is put to the test.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0OTU5ODgyOF5BMl5BanBnXkFtZTcwODczNDgyMQ@@._V1_SX300.jpg,PG-13,25 Mar 2005,91 min,D.E.B.S.,movie,Angela Robinson,2004
"Brett Granstaff, Lara Jean Chorostecki, T.J. McGibbon, Diahann Carroll",1 win & 3 nominations.,Canada,Warren P. Sonoda,"Action, Biography, Crime",tt3103166,4.7,382,English,22,&quot;The Masked Saint&quot; is based on a true story about one pastor's mission to help his community by risking his identity and returns to his former life as a wrestler. The triumphant story follows one man's journey and struggle between helping others and the consequences he faces doing this.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NzU4MjkxNl5BMl5BanBnXkFtZTgwMTYxMTA1NzE@._V1_SX300.jpg,PG-13,22 Jan 2016,105 min,The Masked Saint,movie,"Scott Crowell, Scott Crowell, Brett Granstaff",2016
